index,exclude_genes,E_pop,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
GPBP1,True,5.9420900358468725,False,0.8758760319907775,1.00484263584772,0.1993214,0,False
PES1,True,4.001264063141523,False,0.3536117086941748,0.8749681873751296,-0.15239005,0,False
AVL9,True,5.212681481615997,False,0.614011848632468,1.1725687256785664,0.45792863,0,False
MAGEA10,True,4.21427431022114,False,0.5507469066471327,0.301798038275344,-1.3249179,0,False
CC2D1B,True,4.136816444017944,False,0.5406198025173371,0.4350579427460716,-0.92689395,0,False
PHAX,True,5.726909241967672,False,1.0923160302329478,-0.11114158548389698,-1.9079996,0,False
STK10,True,5.720067830882075,False,0.8662314602023008,0.8450610266703176,-0.14011212,0,False
AAAS,True,5.517744235548304,False,0.5446795099266752,1.3470703283591559,0.76842636,0,False
ABCD3,True,4.298191152203923,False,0.3856128457335052,0.9799740132048984,0.03859162,0,False
PARVG,True,6.444522822916386,False,0.8171573862265736,1.3804860631607132,0.898789,0,False
FIG4,True,4.12182053933404,False,0.29535142002036885,1.2450845392042449,0.5629179,0,False
DUS2L,True,4.27810076765376,False,0.2743459737810038,1.4767188471653185,1.0373327,0,False
FAM3C,True,5.553610403521389,False,0.4953605050462634,1.3425089542220783,0.77303237,0,False
DCTN4,True,4.797284600134757,False,0.5060632578765606,1.064774667709487,0.23250046,0,False
EIF2AK2,True,5.431485943407986,False,0.7378709014483608,0.837543908026116,-0.12670903,0,False
AP1S3,True,5.041379996205899,False,0.9590185903663888,-0.2945514995402565,-2.2727692,0,False
PAM,True,5.035028387717106,False,0.5013352406856991,1.2240575029487668,0.5880009,0,False
NUTF2,True,7.053159840369687,False,0.9891474040056035,1.2287903338466952,0.6481247,0,False
CITED2,True,4.3555148235601395,False,0.3946569464907679,1.1895399647827056,0.46067753,0,False
PCED1B,True,5.4549157140706095,False,0.6208283721284751,1.3050195365584005,0.72976816,0,False
LOC100287314,True,4.17183739867909,False,0.726454766896026,-0.12825183129895054,-1.9288071,0,False
LOC100507577,True,4.379420695707264,False,0.40815755614546767,1.1661044270984822,0.42263758,0,False
ATP5A1,True,8.872566411762955,False,1.54623012108392,0.9988327237035091,0.3495342,0,False
ATP5J2,True,7.2919866833458,False,1.1473435627749649,1.1293287864565036,0.39830163,0,False
WDR70,True,4.682290377189125,False,0.42088151495495524,1.2176924642427358,0.53868204,0,False
ZFAND1,True,5.295891909473032,False,0.5245181079215072,1.313558551073807,0.72209775,0,False
RINT1,True,4.1961033319874685,False,0.3242685246027578,1.2457686698692845,0.5424372,0,False
XPO6,True,4.741147784639333,False,0.5181963087663808,1.1883850919743386,0.5085666,0,False
DUSP3,True,4.395746134243648,False,0.39954598512676215,1.0589001857614155,0.16063398,0,False
C7orf50,True,6.386765882604264,False,0.8138336061386571,1.27514822570208,0.6910001,0,False
C9orf72,True,4.824630678474514,False,0.4204866588018418,1.3768764562515412,0.8661674,0,False
ENTPD6,True,5.293763506200038,False,0.5152244174287296,1.1027227520543725,0.33830607,0,False
FAHD2B,True,4.831273961654145,False,0.40286632619863594,1.3193745616402532,0.67642874,0,False
HMHA1,True,7.296625465611341,False,1.159298745782997,1.0690627909072727,0.23953559,0,False
HACL1,True,5.317142405928896,False,0.47823653754035134,1.384418841775724,0.86225224,0,False
RAD23A,True,6.064748261695795,False,0.9275579191541221,0.9189984170742937,0.042745695,0,False
HAUS1,True,5.502701901578233,False,0.5301002810550797,1.3796728493219654,0.84770626,0,False
PPP5C,True,4.884748337687583,False,0.504397143210134,1.1198042248592006,0.35007688,0,False
RNASEH2C,True,4.94538158524696,False,0.5801815627505844,1.095061905057027,0.28657556,0,False
SCAMP4,True,4.2821015339858395,False,0.6957836257293515,-0.09180497937025235,-1.8852477,0,False
GHITM,True,7.528559715393885,False,1.212737489702463,1.1415876080243677,0.34433267,0,False
NDUFB7,True,7.474696776874711,False,1.109161837334149,1.2433213665910217,0.62646437,0,False
SP110,True,6.7970717698756715,False,1.024769877186737,1.2038080715108692,0.58791554,0,False
WDR33,True,5.918639394209116,False,0.8244673988681417,1.093730836550904,0.34926453,0,False
TLR10,True,4.311713438910064,False,0.5357936201490063,0.5801739022542856,-0.6183656,0,False
IAPP,True,4.665437160595817,False,0.8620867281649119,-0.09841548343263269,-1.9296244,0,False
SHQ1,True,4.6261702771426725,False,0.3963610164254857,1.2563127846017728,0.57609993,0,False
API5,True,5.732154974341854,False,0.7029049992979244,1.0885487926172912,0.34151652,0,False
C5orf51,True,4.250520373951048,False,0.439729555092291,0.9870439105792894,0.04446076,0,False
NELFA,True,4.740676660352403,False,0.48091040007445135,1.2162956729803889,0.5348047,0,False
DYNC1LI1,True,4.956158662329147,False,0.486531558241748,1.2093027199988815,0.52290046,0,False
FASTKD5,True,4.471862284432229,False,0.2944166727245715,1.4356507487554073,0.9534479,0,False
